Tweet_count,Username,Text,Created At,Retweets,Likes
15,Scrumming Flyhalf,"England's next 4 tests:

Ireland (H)
France (A)
New Zealand (A)
New Zealand (A)

It could get ugly very quickly",Wed Feb 28 08:06:18 +0000 2024,24,476
16,England Extra,"Saturday 7th Sept:
🇮🇪 Ireland v England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 

Tuesday 10th Sept:
🏴󠁧󠁢󠁥󠁮󠁧󠁿 England v Finland 🇫🇮 

Thursday 10th Oct:
🏴󠁧󠁢󠁥󠁮󠁧󠁿 England v Greece 🇬🇷 

Sunday 13th Oct:
🇫🇮 Finland v England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 

Thursday 14th Nov:
🇬🇷 Greece v England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 

Sunday 17th Nov:
🏴󠁧󠁢󠁥󠁮󠁧󠁿 England v Ireland 🇮🇪",Fri Feb 09 08:57:33 +0000 2024,53,535
17,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"JAMES MICHAEL ANDERSON.

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺
 https://t.co/eUI8D9TxNa",Sat Feb 24 05:36:04 +0000 2024,20,1196
18,England,"England are in pot 1️⃣ of the #NationsLeague draw 🪴

Here's who could join us in League B... https://t.co/ZJis0D7p1J",Thu Feb 08 10:30:00 +0000 2024,44,885
19,England my England,"Imagine: this lineup :

Nigel Farage                 PM
Richard Tice                Chancellor 
Ann Widicombe         Immigration 
Tommy Robinson      Home Sec
Lee Anderson              Education 
Katie Hopkins             Health 

Unstoppable 🇬🇧🇬🇧🇬🇧",Wed Feb 28 18:29:25 +0000 2024,456,3338
20,Sky Sports News,"BREAKING: England have been drawn alongside the Republic of Ireland in Group B2 of the Nations League 🚨

Joining them will be Finland and Greece 👇 https://t.co/PMchOGIsEi",Thu Feb 08 17:49:07 +0000 2024,50,488
21,#2,England will hoard all these players give them a false sense of hope then still be playing Kalvin Phillips and Jordan Henderson at major tournaments,Thu Feb 08 09:32:48 +0000 2024,1030,3171
22,Sovereign Warrior74 ⚔️ 🏴󠁧󠁢󠁳󠁣󠁴󠁿,"FULLTIME- SCOTLAND 30- ENGLAND 21 
🏴󠁧󠁢󠁳󠁣󠁴󠁿👊✊💪🏉⚡️ https://t.co/u9Os0OZHKG",Sat Feb 24 18:36:48 +0000 2024,36,222
23,कुशल मेहरा,"India has themselves to blame. They've dropped Pope twice since he crossed 100. England is right back in the match, and if they give India a target of 250+, they are the slight favourites, IMO.",Sun Jan 28 05:41:08 +0000 2024,11,253
24,England Rugby,"Here it is... 🌹

Head coach Steve Borthwick has named his England team to face Italy in our opening game of the 2024 #GuinnessM6N on Saturday!

#ITAvENG | #WearTheRose | @O2",Thu Feb 01 14:00:01 +0000 2024,203,1631
25,Futbol de Inglaterra,"La primera edición se celebrará este año en Junio del 2024 con 8 selecciones (Inglaterra, Argentina, Brasil, Francia, Alemania, Italia, España y Uruguay). https://t.co/TDQoJYvEcR",Wed Feb 07 00:05:04 +0000 2024,55,1846
26,Sky Sports News,"""To be with the national team again, is something i'd love to do"" 🏴󠁧󠁢󠁥󠁮󠁧󠁿

Chelsea forward Raheem Sterling on wanting to represent England at Euro 2024 in the Summer 🙌 https://t.co/7t6UrcCP8w",Sat Feb 03 10:16:35 +0000 2024,52,649
27,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿 TOSS | England win it and will bat first!

LET’S HAVE IT 💪💪💪

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/BNYi5EA337",Thu Jan 25 03:39:09 +0000 2024,13,389
28,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"TOMORROW. 

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/DI22ZatzVJ",Wed Jan 24 10:46:08 +0000 2024,46,768
29,England Cricket,"A strong start to our chase 👏

67-1 at the close 🏏

Match Centre: https://t.co/tALYxvMByx

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | #EnglandCricket https://t.co/bALCtvhsNK",Sun Feb 04 11:24:19 +0000 2024,68,2422
30,RugbyInsideLine,"🌹 BREAKING: England call ups include

😇 Coles
😇 Pearson
😇 Dingwall
😇 Freeman
😇 Furbank
😇 Smith
🃏 Cunningham-South
🃏 Dombrandt 
🃏 Beard
🦈 B. Curry
🦈 Roebuck
🐯 Heyes
💫 Isiekwe 
🛁 Obano 
🛁 Underhill
🛁 Spencer
❌ Roots
❌ Feyi-Waboso
❌ Slade",Wed Jan 17 10:03:51 +0000 2024,11,473
31,England Rugby,"Introducing your England squad for the 2024 Guinness Men's Six Nations!

Click below to read the full story.

@O2 | #WearTheRose | #GuinnessM6N",Wed Jan 17 10:00:02 +0000 2024,151,1227
32,BCCI,"Eight down!

@ashwinravi99 gets his third and Tom Hartley departs for 34.

England 419/8 with a lead of 229.

Follow the match ▶️ https://t.co/HGTxXf8b1E

#TeamIndia | #INDvENG | @IDFCFIRSTBank https://t.co/Ux7rL96k2k",Sun Jan 28 05:46:04 +0000 2024,51,2306
33,Futbol de Inglaterra,"🇪🇸 Jugadores Españoles invitados aun por confirmar: Xavi Hernandez, Andres Iniesta, Gerard Pique, Iker Casillas, Sergio Ramos, Fernando Torres y Joan Capdevila.

🇪🇸 Jugadores confirmados de España: https://t.co/8sgMr1Npen",Wed Feb 07 00:05:09 +0000 2024,34,1287
34,RugbyInsideLine,"🌹BREAKING: England will host Japan in November.

Borthwick’s side will also play the Brave Blossoms in Japan this summer, too.",Thu Jan 25 10:01:34 +0000 2024,3,289
35,England Football Fans,"Englands Nations League Group is confirmed! 

🏴󠁧󠁢󠁥󠁮󠁧󠁿 England
🇫🇮 Finland
🇮🇪 Republic Of Ireland 
🇬🇷 Greece 

#UefaNationsLeague 🏆",Thu Feb 08 17:40:01 +0000 2024,37,487
36,England Cricket,"Final media ahead of the First Test in Hyderabad! 📹 📝 🎤

🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 | @benstokes38 https://t.co/63u0qd0rhB",Wed Jan 24 13:00:42 +0000 2024,69,1087
37,England Rugby,"The England Men's A team are back  🙌🌹

And here's the line-up to face Portugal in Leicester on Sunday.

Watch live on England Rugby YouTube and Facebook from 12:50pm.

#ENGvPOR",Fri Feb 23 10:00:02 +0000 2024,35,469
38,Futbol de Inglaterra,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 Jugadores Ingleses invitados aun por confirmar: John Terry, Steven Gerrard, David Beckham, Glen Johnson, Jermaine Defoe y Theo Walcott.

🏴󠁧󠁢󠁥󠁮󠁧󠁿Jugadores confirmados de Inglaterra: https://t.co/bVVdQR1YXS",Wed Feb 07 00:05:06 +0000 2024,31,1430
39,ICC,"With four points in the bag, England and New Zealand advance to the next stage of #U19WorldCup 2024 👏

More ➡️ https://t.co/jfgNZPk6kB https://t.co/lqs17Qvrjp",Wed Jan 24 02:00:46 +0000 2024,32,937
40,Britain First,"No, this isn’t Pakistan. 
Welcome to the England in 2024. 
Mass immigration is turning our home into a Third World shithole. https://t.co/YuSRz7E1pI",Sat Feb 24 19:00:45 +0000 2024,3911,14293
41,Gordon England,"Robin (Erithacus rubecula) bird looking for a meal on disturbed ground Farnham, Surrey, UK, 24 February 2024. #ThePhotoHour #birds #nature #wildlife  
https://t.co/a7mlthjh6u 
https://t.co/GjzzLajeq0 https://t.co/0C6cW8m0tU",Wed Feb 28 14:00:40 +0000 2024,1,12
42,Duress Crew,"We are happy to announce the New England Premodern Spring Open for 2024! It will be on April 20th. 

We have a strong prize structure for the event, and will have other goodies for attendees! https://t.co/EaQV89HY97",Wed Feb 28 19:09:58 +0000 2024,4,30
43,Blu Ivy,"Princess Anne, Princess Royal speaks with guests during a Rugby League Reception to thank the community for their work raising money for Motor Neuron Disease (MND) Association at Headingley Stadium on February 28, 2024 in Leeds, England. 
(Photos by Dominic Lipinski/Getty Images) https://t.co/keIr9CCfDS",Wed Feb 28 18:24:50 +0000 2024,35,386
44,Matsuura Machinery Ltd,"Matsuura are delighted to announce that we will be LIVE 3D PRINTING on a DESKTOP METAL STUDIO SYSTEM 2 at MACH 2024 on stand 20-542!

Save the date; April 15th to the 19th at the NEC Birmingham, England.

#AdditivebyMatsuura #MACH #MACH2024 #MACH24 #ukmfg https://t.co/UgvDmE308C",Wed Feb 28 11:11:08 +0000 2024,3,15
45,Craig in England,"Convicted in 2022 
He is still a British Peer.
It’s now 2024 
Why haven’t our politicians sorted this out? https://t.co/I60R27N3d7",Wed Feb 28 19:59:10 +0000 2024,28,63
46,LukeEvans_News,"Queen Camilla speaks with Luke Evans during a reception for the BBC's 500 Words Finalists at Buckingham Palace on February 28, 2024 in London, England. (Photo by Chris Jackson - Pool/Getty Images)
#lukeevans #thereallukeevans https://t.co/IOpZAJl5To",Wed Feb 28 19:56:36 +0000 2024,4,22
47,rjpfansinternational,"Flowers, smiles and rock and roll look! 🖤⚡️🌸

Rege-Jean Page attends the British Vogue And Tiffany &amp; Co. Celebrate Fashion And Film Party 2024 at Annabel's on February 18, 2024 in London, England.

🔆 P.S. Here I chose my favorite pics from the event! What is your favorite pic? https://t.co/Qg9gyd7Tit",Wed Feb 28 20:53:38 +0000 2024,1,22
48,Janty,"Manchester United have been unbeaten in 2024, UTDTrey goes all the way to England to watch United live and they suffer their first loss this year 😭😭😭 https://t.co/M4dwLcJpqA",Sat Feb 24 17:01:29 +0000 2024,1278,21952
49,Forest Stewardship Council (FSC) UK,"Spread the word – @royal_forestry Excellence in Forestry Awards 2024 are open for entries! 

This year the competition is looking to cast the spotlight on exceptional woods and forestry skills and educational projects across Central and Eastern England 👇

https://t.co/PyPUkx0GLi https://t.co/Ji583LWYg3",Wed Feb 28 09:03:00 +0000 2024,2,3
50,🇪🇺 Dr Joe Pajak CSci FRSC #SARSCoV2 is airborne,"#Breathtaking: 245 Deaths in England, involving COVID-19 in week ending 16 Feb 2024.
🕯️Deaths registered weekly, released 28 Feb 2024 [which includes all deaths where COVID-19 was mentioned anywhere on death certificate, either as a main cause of death or a contributory cause]. https://t.co/gwJbTJxbBq",Wed Feb 28 20:28:10 +0000 2024,42,53
51,Bruce Messer (xmetman),"1-27 Feb 2024
Central England Temperatures
It's still very tight at the top of the warmest Feb table.
2024 is just 0.02°C ahead of 1779 as the warmest Feb up until the 27th and because 2024 is a leap year there are still 2 days to go.
1 of 2
#CET https://t.co/TXieXmN9Xd",Wed Feb 28 17:44:50 +0000 2024,0,0
52,North Game Development,"Have you booked onto the webinar? 👇

This  pre-requisite on demand webinar for the 2024/25 England Rugby Advanced Coaching Award closes at midday on Sunday - 3rd March 2024.

The webinar is accessible via GMS by using this link- https://t.co/YHb337oLgv https://t.co/o44iIKIP0G",Wed Feb 28 10:23:04 +0000 2024,4,7
53,Boston Drives,"A twilight drive through two Massachusetts towns along the New England Coastline.

“Chill vibes and Boston Drives”

Dashcam video filmed on an Uber rideshare trip in February, 2024 in a @telsa Model 3 LR https://t.co/PfWHA6IPMc",Wed Feb 28 22:03:48 +0000 2024,1,6
54,Yorkshire Gal,"Is this the guy who was suspended for 'sexting'  a 17yr  old girl in 2016? Why would anyone decent vote for him

Check out the article in the Guardian 1st Feb 2024 by @helenpidd North of England Editor",Wed Feb 28 23:02:55 +0000 2024,10,24
55,Feargal Sharkey,"Your southern England beaches sewage dumping map for the morning of Friday, 5th Jan 2024.

Happy New Year. https://t.co/Ngplh856aC",Fri Jan 05 08:02:39 +0000 2024,3744,6987
56,New England Preps Rankings,"2024 NEPSAC 
Class A Tournament 
are all National Top 200s

…that have been beating up on each other all season 

#81 Tabor          #117 Milton
#153 Exeter      #160 Williston
#179 Taft           #180 Loomis  
#185 Andover   #200 Choate",Wed Feb 28 14:18:00 +0000 2024,3,11
57,Nath 🤓,"Can’t believe in 2024 Rangers number one is gonna be England’s number one. 

I ain’t even biased. We will win the Euros. Get him on the plane Gareth.",Wed Feb 28 22:13:21 +0000 2024,0,4
58,Jennifer 🟥🔴🧙‍♀️🦉🐈‍⬛ 🦖,"Not one but TWO men will be in the women’s final track and field championship.  TWO!  

Is anyone else sick of this stuff too?

https://t.co/xabZPT0FVX",Wed Feb 28 16:03:50 +0000 2024,520,2766
59,Craig in England,"Labour Peer jailed for child sex abuse attended Lords 10 times after being charged

The case of Lord Nazir Ahmed was cited amid moves to exclude members formally accused of a serious violent or sexual offence https://t.co/3XjyfaRjfg",Wed Feb 28 19:38:05 +0000 2024,10,24
60,ALTOSAXO,"Alison Goldfrapp performs live at Manchester Academy 1 in Manchester, England on February 23, 2024. #Goldfrapp #synthpop #triphop #ambient  
ALTOSAXO Music Apparel 
https://t.co/BQvVWUowwb https://t.co/ULwjcpEWfz",Wed Feb 28 21:06:16 +0000 2024,0,2
61,VisitingNewEngland - Eric's Stories of New England,"The spring-like weather yesterday got me thinking about special places worth returning to in 2024. Meredith, N.H. is one of those destinations with its small town ways &amp; the presence of Lake Winnipesaukee.

#NewHampshire @VisitNH @sean_wmur @LakesRegionNH @naturefineart https://t.co/sqLGJti9Ur",Wed Feb 28 12:54:33 +0000 2024,1,8
62,UK Child Protection,"Research (England &amp; Wales): Factors Influencing Clinicians', Health Visitors' &amp; Social Workers' Professional Judgements, Decision-Making &amp; Multidisciplinary Collaboration When Safeguarding Children with Burn Injuries . . . (Laura E. Cowley et al., 2024): https://t.co/7IqacVOJ3b https://t.co/dA9WMPrfgL",Wed Feb 28 18:17:28 +0000 2024,2,2
63,Doncaster Knights 🏉,"𝐃𝐨𝐧𝐜𝐚𝐬𝐭𝐞𝐫 𝐊𝐧𝐢𝐠𝐡𝐭𝐬 and 𝐂𝐚𝐬𝐭𝐥𝐞 𝐏𝐚𝐫𝐤 are delighted to announce…

England 𝐔𝟏𝟗’𝐬 Vs. France 𝐔𝟏𝟗’𝐬
🏟️Castle Park
⏰1pm Kick Off
📅30th March 2024

🌹 Vs. 🐓 
🥧 Vs. 🥐
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Vs. 🇫🇷 

🎟️Adult seated £𝟏𝟐
🎟️Adult concession £𝟖
🎟️U16’s 𝐅𝐑𝐄𝐄
🎫Adult https://t.co/03qChAjV5A",Wed Feb 28 13:35:23 +0000 2024,1,7
64,NUL Transportation,"A 1784 broadside illustrates the first successful balloon flight in England. Vincent Lunardi was accompanied in flight by a cat, caged pigeons, and a favorite lap dog, all of whom are depicted in the balloon’s basket alongside the Italian aeronaut. https://t.co/TGlWvr0qYb https://t.co/Vn011HHtAM",Wed Feb 28 14:05:02 +0000 2024,3,8
65,Workers of England Union,"This union was at the forefront of warning people about the vaccine  side effects. - Medicines regulator failed to flag Covid vaccine side effects and must be investigated, say MPs https://t.co/FXNZqtqMIe",Wed Feb 28 23:01:23 +0000 2024,20,50
66,Bradford Bulls,"👏 | Congratulations to our very own Harry Gray - who has been named in the 2024 England Universities Squad!

🙌 | Harry will attend a training camp this weekend before featuring in matches across March, April and May! https://t.co/PqCRgCLDIA",Wed Feb 28 15:00:03 +0000 2024,5,42
67,PatsCommenter,New England Patriots Report Card 2024 (NFLPA) https://t.co/1iIvlMpZJW,Wed Feb 28 16:10:52 +0000 2024,0,3
68,NextGenXV,"England U18: Squad named for France | 24 players selected

England have named their U18 Squad to take on France on the 9th March - 15 uncapped players will get their chance!

https://t.co/xHVu6IN5II

#FutureStars #EnglandU18 https://t.co/4dAUkyIZt7",Wed Feb 28 17:50:00 +0000 2024,1,11
69,Shaun Richards,The Bank of England is hoping you will not spot the mess it has made of QE and QT https://t.co/wAOG8OyOCQ,Wed Feb 28 10:56:14 +0000 2024,8,22
70,Jonathan Calder,Liberal England: Free travel for local residents after Bridgnorth Cliff Railway reopens on Monday https://t.co/qSUGRuRulA,Wed Feb 28 19:19:16 +0000 2024,3,6
71,Ian Rapoport,"🚨 🚨 🚨 

The #Patriots are moving on and so is the greatest coach of all time.
 
Bill Belichick won’t be New England’s coach in 2024, per me and @TomPelissero, as his celebrated 24-year tenure, one that included 6 Super Bowl wins, is over. A new era awaits. https://t.co/QRqfe2lkHh",Thu Jan 11 12:04:21 +0000 2024,4528,25998
72,Rugby Vacancies,"A leading Nat 2 East rugby club in SE England are recruiting players for Season 2024/25!
 
10
Centre
Wing
2nd Row
6/7/8

Benefits on offer include -
Match Fee
Travel Expenses
Accommodation 
Job Opportunities

If interested, email: nationaleastrugbyrecruitment@gmail.com https://t.co/R9pDG4XCmT",Wed Feb 28 18:01:33 +0000 2024,1,2
73,Bannockburn High,"Moray (S6) has been selected for the GB International Tetrathlon team for 2024. The competition takes place over a 3 week period in August in Eire, Northern Ireland and England and has visiting teams from Australia, NZ, America, Canada and Europe. We are so proud of you Moray! https://t.co/lTHtBF4lQD",Wed Feb 28 21:02:45 +0000 2024,0,13
74,Christopher Snowdon 🇺🇦,‘Public health’ academia is a joke and they should all be sacked. Look at the state of this “evidence”. https://t.co/bisO6EroAI https://t.co/BbYIH4tOJH,Wed Feb 28 23:52:00 +0000 2024,1,17
75,Yuri Bezmenov's Ghost 🥸,"In any serious country Scruton would have been a celebrated thinker and philosopher. In England in 2024, I doubt 1% of the country has ever heard of him. ☹️",Wed Feb 28 21:15:12 +0000 2024,4,15
76,SportsLogos.Net,"Chowdahheads no more! The Frontier League will be home to the newly named New England Knockouts, who have revealed their name and logo.

The full story along with the total logo package here:  https://t.co/PVd8zzwoWC https://t.co/i5jFO8IqbN",Wed Feb 28 15:15:16 +0000 2024,7,62
77,Rugby on TNT Sports,"Steve Borthwick's @EnglandRugby 2024 Six Nations men's squad is here 🏴󠁧󠁢󠁥󠁮󠁧󠁿

🌹 Jamie George named captain
🌹 Seven uncapped players 

#GuinnessM6N https://t.co/1SJWS3CzaE",Wed Jan 17 10:31:46 +0000 2024,19,247
78,Futbol de Inglaterra,"La EPG World Cup es un torneo organizado por la Elite Players Group (EPG) que se realizará en Junio del 2024 por 8 Selecciones, teniendo a Inglaterra como anfitrión. El requisito para las Selecciones participantes es que tienen que haber ganado una Copa Mundial de la FIFA. https://t.co/gx6rah42pL",Wed Feb 07 00:05:04 +0000 2024,37,1338
79,UConn ECE,"Save the date! The New England Alliance of Concurrent Enrollment Partnership 2024 Conference will be happening Friday, May 17th from 9am to 2pm.
Students! If you are interested in being part of a panel on the student experience, please reach out to us at ece@uconn.edu
#UConnece https://t.co/YSG7WMNJNj",Wed Feb 28 17:00:01 +0000 2024,0,0
80,Prep Baseball New England,"𝟮𝟬𝟮𝟰 𝗦𝗼𝘂𝘁𝗵𝗲𝗿𝗻 𝗡𝗲𝘄 𝗘𝗻𝗴𝗹𝗮𝗻𝗱 𝗣𝗿𝗲𝘀𝗲𝗮𝘀𝗼𝗻 𝗜𝗗
𝗥𝗲𝗴𝗶𝘀𝘁𝗲𝗿𝗲𝗱 𝗣𝗹𝗮𝘆𝗲𝗿𝘀

🗓️ 03.02.2024
📍 Zone Nation Sports (CT)

Register Here 👇
https://t.co/aYE2aFpgiu https://t.co/jclPu1cp05",Wed Feb 28 13:53:07 +0000 2024,2,6
81,Court_Stats,"📈Today, 28 February 2024, 66 out of the 498 Crown courtrooms in England &amp; Wales will not be sitting.  
That's 13% of them. 
#courtstats #CS28022024 https://t.co/OBi7XQVyAW https://t.co/GCBTqFnkRq",Wed Feb 28 16:00:00 +0000 2024,2,3
82,Staples,"Council funding cuts in England have a knock on in Scotland via the Barnett formula passing on cuts to our budget.  The news you don't get from @BBCScotlandNews 
Nearly one in 10 English councils expect to go bust in next year, survey finds

https://t.co/DlfeC4FsIO",Wed Feb 28 12:46:54 +0000 2024,51,48
83,Royal Ballet & Opera Schools,"#PrimarySchools - Sign your classes up for a FREE day of Singing and Dancing - Join Create Day on 2.7.24  where hundreds of KS2 classrooms across England participate in a mass performance celebrating the UN Convention on the Rights of the Child
https://t.co/zqDOHlwfuB 
@UNICEF https://t.co/84NFhJHltb",Wed Feb 28 09:58:16 +0000 2024,11,15
84,Mufaddal Vohra,"2024 T20 World Cup Groups (Telegraph):

Group A:
India, Pakistan, Ireland, Canada, USA.

Group B:
England, Australia, Namibia, Scotland, Oman.

Group C:
New Zealand, West Indies, Afghanistan, Uganda, Papua New Guinea.

Group D:
South Africa, SL, Bangladesh, Netherlands, Nepal.",Fri Jan 05 02:16:25 +0000 2024,489,6887
85,BCCI,"🚨 NEWS 🚨

Virat Kohli withdraws from first two Tests against England citing personal reasons.

Details 🔽 #TeamIndia | #INDvENG
https://t.co/q1YfOczwWJ",Mon Jan 22 09:28:58 +0000 2024,1421,20108
86,India New England,"INDIA New England News Announces 10 Outstanding Women of 2024, to Honor Them on April 26 at its 21st Annuals Awards Gala https://t.co/t7FDIDRiYt https://t.co/ZXNJnaj53Z",Wed Feb 28 21:25:37 +0000 2024,0,1
87,England Rugby,"Line-up confirmed 🌹

Head coach Steve Borthwick has named his team for #ENGvWAL in the #GuinnessM6N this weekend!

Click below to read more.

#WearTheRose | @O2",Thu Feb 08 13:00:02 +0000 2024,102,1012
88,England Cricket,"Named our XI ✅ 
Now, who do you want to see from training? 👇

📍 Ranchi

#EnglandCricket | #INDvENG https://t.co/fTOaBrVQa1",Thu Feb 22 11:01:49 +0000 2024,18,594
89,Will,"Two players on show here who should be in the England squad for Euro 2024 - Ross Barkley and Kobbie Mainoo. 

No doubt Kalvin Phillips and Jordan Henderson will be picked over them though.",Sun Feb 18 18:14:41 +0000 2024,24,406
90,Africa-Europe CoRE Creative Economies,"Join us for Africa Week 2024 celebrations (4-8 March) and the screening of “Creative Women in #Lagos"",  directed &amp; produced by @england_le, @eka_ikpe, &amp; @HECreativEcon in partnership with @TerraKulture, @Tribexxlablagos, @ituenbasi &amp; Wy Art Foundation: https://t.co/i6GPN0Vu51 https://t.co/1hl23DrnyH",Wed Feb 28 11:21:07 +0000 2024,5,6
91,RugbyInsideLine,"🌹 ENGLAND TEAM TO FACE 🏴󠁧󠁢󠁷󠁬󠁳󠁿 

1) Marler 🃏 
2) George 💫 
3) Stuart 🛁 
4) Itoje 💫 
5) Chessum 🐯 
6) Roots ❌
7) Underhill 🛁 
8) Earl 💫 
9) Mitchell 😇 
10) Ford 🦈 
11) Daly 💫 
12) Dingwall 😇 
13) Slade ❌
14) Freeman 😇 
15) Steward 🐯",Thu Feb 08 13:02:29 +0000 2024,1,249
92,NextGenXV,"England U18: Men's Squad v France | Pre-Six Nations Fixture

@EnglandRugby name 24 man squad to play France, featuring 9 players that toured South Africa in the summer.

Here's the squad in full plus all the details via the link!

https://t.co/xHVu6IN5II

#FutureStars #EnglandU18 https://t.co/d26jePe2Hk",Wed Feb 28 20:30:00 +0000 2024,0,10
93,talkSPORT,"Pickford

Walker
Maguire
Stones
Shaw

Alexander-Arnold
Rice
Bellingham

Saka
Kane
Rashford

Phil Jagielka names his England starting XI for the Euros this summer 👀 https://t.co/KsrqVOslM3",Thu Feb 22 16:10:00 +0000 2024,36,1088
94,Ben Volin,NFLPA did its second annual anonymous Player Report Cards. The Patriots ranked 29th of 32 teams https://t.co/J8fbPMWALN,Wed Feb 28 16:09:21 +0000 2024,6,14
95,Buy British,"Public backs tougher Rwanda plan, poll reveals

Majority of constituencies in England and Wales believe illegal migrants should be removed immediately with no right of appeal

Anybody else agree they should be removed now...?.... 🤔

https://t.co/MM7w4fd3tt",Tue Jan 16 10:55:48 +0000 2024,759,3456
96,England Rugby,"Here's your England team to face Italy in the #GuinnessM6N!

Prop Ellis Genge has been ruled out with a foot injury and is replaced on the bench by Beno Obano. 

Click below for more build-up in our match centre.

#ITAvENG | #WearTheRose | @O2",Sat Feb 03 12:48:48 +0000 2024,32,220
97,RugbyInsideLine,"🌹 ENGLAND XV TO PLAY 🏴󠁧󠁢󠁳󠁣󠁴󠁿 

1) Genge 🐻 
2) George 💫 
3) Cole 🐯 
4) Itoje 💫 
5) Chessum 🐯 
6) Roots ❌
7) Underhill 🛁 
8) Earl 💫 
9) Care 🃏 
10) Ford 🦈 
11) Daly 💫 
12) Lawrence 🛁 
13) Slade ❌
14) Freeman 😇 
15) Furbank 😇",Thu Feb 22 15:01:48 +0000 2024,1,252
98,England's Barmy Army 🏴󠁧󠁢󠁥󠁮󠁧󠁿🎺,"🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿 TEA | England are 18/2

Watch #INDvENG LIVE on TNT Sports and @discoveryplusuk 📺 https://t.co/HW0cgnL90g",Sun Feb 18 08:45:30 +0000 2024,4,221
